Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
01.09.2021;07:45;1.031;596;120;968;933;41;1.987;2.786;2.492;1.696;825;338
01.09.2021;08:00;1.033;606;106;912;1.229;41;1.988;2.787;2.490;1.722;1.073;347
01.09.2021;08:15;1.034;592;100;832;1.555;41;1.989;2.794;2.495;1.717;1.163;349
01.09.2021;08:30;1.035;579;88;775;1.901;41;1.987;2.790;2.499;1.734;1.143;350
01.09.2021;08:45;1.036;553;75;718;2.262;41;1.988;2.795;2.500;1.732;961;351
01.09.2021;09:00;1.038;581;57;686;2.637;41;1.987;2.791;2.503;1.744;1.015;353
01.09.2021;09:15;1.037;560;42;629;3.015;41;1.987;2.777;2.503;1.744;839;352
01.09.2021;09:30;1.037;532;26;622;3.400;41;1.986;2.788;2.502;1.743;626;352
01.09.2021;09:45;1.038;514;21;589;3.798;41;1.985;2.781;2.500;1.738;396;352
01.09.2021;10:00;1.038;556;18;569;4.156;41;1.986;2.802;2.488;1.730;623;354
01.09.2021;10:15;1.039;532;14;562;4.460;40;1.985;2.799;2.484;1.726;386;352
01.09.2021;10:30;1.040;535;15;560;4.733;39;1.986;2.809;2.487;1.711;266;349
01.09.2021;10:45;1.040;529;27;560;4.961;39;1.985;2.797;2.482;1.700;201;349
01.09.2021;11:00;1.041;519;37;565;5.176;39;1.984;2.808;2.459;1.711;156;349
01.09.2021;11:15;1.041;539;44;572;5.416;39;1.982;2.792;2.439;1.699;100;348
01.09.2021;11:30;1.041;534;46;571;5.666;39;1.982;2.796;2.439;1.655;91;348
01.09.2021;11:45;1.041;523;44;573;5.919;39;1.982;2.794;2.434;1.614;72;349
01.09.2021;12:00;1.045;544;40;595;6.072;39;1.985;2.735;2.413;1.586;89;348
01.09.2021;12:15;1.044;521;42;616;6.188;39;1.985;2.717;2.373;1.527;29;348
01.09.2021;12:30;1.044;524;49;625;6.317;39;1.985;2.726;2.306;1.511;20;347
01.09.2021;12:45;1.042;531;57;649;6.387;38;1.983;2.719;2.272;1.498;18;345
01.09.2021;13:00;1.043;505;69;666;6.460;38;1.983;2.740;2.204;1.444;19;346
01.09.2021;13:15;1.043;511;68;688;6.491;38;1.983;2.727;2.164;1.403;25;345
01.09.2021;13:30;1.043;504;67;701;6.518;38;1.982;2.719;2.158;1.378;12;345
01.09.2021;13:45;1.044;500;73;717;6.486;38;1.981;2.729;2.152;1.345;4;345
01.09.2021;14:00;1.044;505;84;716;6.422;38;1.981;2.791;2.149;1.307;5;346
01.09.2021;14:15;1.043;505;97;731;6.335;38;1.981;2.806;2.152;1.329;5;347
01.09.2021;14:30;1.042;506;109;746;6.262;38;1.981;2.803;2.152;1.328;4;347
01.09.2021;14:45;1.040;506;115;768;6.180;38;1.981;2.799;2.153;1.300;4;346
01.09.2021;15:00;1.041;508;126;767;5.995;38;1.979;2.801;2.138;1.256;5;344
01.09.2021;15:15;1.041;506;125;749;5.813;38;1.978;2.806;2.145;1.256;5;341
01.09.2021;15:30;1.040;508;122;764;5.553;38;1.978;2.801;2.144;1.268;13;340
01.09.2021;15:45;1.038;509;129;754;5.345;38;1.977;2.797;2.142;1.295;33;341
01.09.2021;16:00;1.039;510;147;725;5.089;38;1.978;2.800;2.133;1.303;21;339
01.09.2021;16:15;1.039;517;165;705;4.793;38;1.977;2.791;2.147;1.305;52;342
01.09.2021;16:30;1.041;524;173;705;4.460;38;1.977;2.790;2.171;1.342;60;348
01.09.2021;16:45;1.039;514;183;712;4.123;38;1.977;2.785;2.249;1.399;78;347
01.09.2021;17:00;1.040;507;189;715;3.750;38;1.978;2.784;2.279;1.417;79;345
01.09.2021;17:15;1.040;506;198;711;3.347;38;1.977;2.786;2.363;1.446;104;346
01.09.2021;17:30;1.039;526;203;723;2.927;38;1.979;2.795;2.416;1.480;196;345
01.09.2021;17:45;1.038;566;197;747;2.481;38;1.979;2.781;2.431;1.490;411;344
01.09.2021;18:00;1.039;525;197;729;2.041;38;1.976;2.768;2.457;1.527;327;345
01.09.2021;18:15;1.039;540;199;721;1.600;38;1.976;2.792;2.419;1.571;357;343
01.09.2021;18:30;1.041;576;211;706;1.191;38;1.975;2.788;2.417;1.620;597;343
01.09.2021;18:45;1.040;589;220;687;836;38;1.974;2.787;2.404;1.685;829;345
01.09.2021;19:00;1.041;514;215;675;543;39;1.974;2.779;2.402;1.725;735;349
01.09.2021;19:15;1.040;530;207;668;321;40;1.976;2.790;2.415;1.731;755;348
01.09.2021;19:30;1.040;554;215;705;154;40;1.977;2.782;2.420;1.738;821;350
01.09.2021;19:45;1.040;548;229;792;49;40;1.975;2.792;2.418;1.743;822;351
01.09.2021;20:00;1.041;558;237;910;7;40;1.976;2.789;2.417;1.771;835;351
01.09.2021;20:15;1.041;556;238;981;1;40;1.975;2.787;2.421;1.779;708;350
01.09.2021;20:30;1.041;531;240;1.098;0;40;1.976;2.790;2.422;1.779;566;347
01.09.2021;20:45;1.040;504;241;1.232;0;40;1.976;2.780;2.416;1.780;427;344
01.09.2021;21:00;1.041;531;243;1.299;0;40;1.977;2.793;2.398;1.769;432;344
01.09.2021;21:15;1.040;523;235;1.380;0;40;1.977;2.789;2.383;1.717;253;350
01.09.2021;21:30;1.041;505;221;1.457;0;40;1.976;2.787;2.373;1.678;115;352
01.09.2021;21:45;1.039;502;211;1.536;0;40;1.977;2.773;2.364;1.634;84;351
01.09.2021;22:00;1.038;520;216;1.548;0;39;1.978;2.781;2.311;1.553;177;351
01.09.2021;22:15;1.038;512;204;1.586;0;38;1.978;2.759;2.279;1.385;119;349
01.09.2021;22:30;1.038;511;205;1.595;0;38;1.979;2.763;2.266;1.273;87;343
01.09.2021;22:45;1.037;504;219;1.602;0;38;1.979;2.745;2.216;1.196;87;346
01.09.2021;23:00;1.037;511;227;1.589;0;38;1.980;2.754;2.108;1.126;118;348
01.09.2021;23:15;1.038;497;224;1.579;0;38;1.980;2.717;2.034;1.042;56;348
01.09.2021;23:30;1.039;498;219;1.588;0;38;1.980;2.712;2.016;1.006;58;348
01.09.2021;23:45;1.038;503;208;1.588;0;38;1.981;2.698;1.985;972;48;349
02.09.2021;00:00;1.035;507;216;1.562;0;37;1.982;2.727;2.024;946;74;345
02.09.2021;00:15;1.035;510;211;1.530;0;37;1.983;2.701;2.048;958;49;345
02.09.2021;00:30;1.034;512;217;1.512;0;37;1.984;2.700;2.050;891;28;344
02.09.2021;00:45;1.031;515;201;1.485;0;37;1.986;2.693;2.031;863;39;343
02.09.2021;01:00;1.031;528;197;1.438;0;36;1.987;2.700;1.974;838;29;342
02.09.2021;01:15;1.031;518;206;1.379;0;36;1.987;2.695;1.938;840;22;343
02.09.2021;01:30;1.031;521;200;1.327;0;36;1.988;2.695;1.930;839;30;344
02.09.2021;01:45;1.030;507;201;1.253;0;36;1.988;2.700;1.938;841;14;344
02.09.2021;02:00;1.030;507;200;1.198;0;36;1.988;2.698;1.974;859;20;343
02.09.2021;02:15;1.030;507;179;1.141;0;36;1.989;2.698;1.963;872;8;342
02.09.2021;02:30;1.029;501;161;1.126;0;36;1.990;2.695;1.966;877;6;342
02.09.2021;02:45;1.027;497;155;1.097;0;36;1.990;2.697;1.992;878;8;344
02.09.2021;03:00;1.027;494;142;1.061;0;36;1.992;2.698;1.994;866;10;347
02.09.2021;03:15;1.028;493;133;1.028;0;36;1.991;2.699;2.002;863;10;347
02.09.2021;03:30;1.028;495;130;1.015;0;36;1.991;2.705;2.003;883;10;347
02.09.2021;03:45;1.026;494;129;992;0;36;1.992;2.704;2.005;904;9;347
02.09.2021;04:00;1.026;489;121;977;0;36;1.992;2.704;2.034;910;6;345
02.09.2021;04:15;1.025;491;115;966;0;36;1.993;2.699;2.057;920;7;343
02.09.2021;04:30;1.024;502;109;961;0;36;1.993;2.704;2.073;942;16;344
02.09.2021;04:45;1.022;513;87;985;0;36;1.994;2.704;2.123;965;21;344
02.09.2021;05:00;1.021;510;76;986;0;36;1.993;2.702;2.160;1.081;20;345
02.09.2021;05:15;1.021;507;74;964;0;36;1.994;2.701;2.188;1.148;40;345
02.09.2021;05:30;1.021;512;64;954;0;36;1.996;2.717;2.223;1.202;61;344
02.09.2021;05:45;1.019;534;60;946;0;36;1.995;2.726;2.285;1.296;122;345
02.09.2021;06:00;1.021;536;52;924;1;36;1.995;2.734;2.336;1.417;69;352
02.09.2021;06:15;1.022;543;37;908;3;37;1.995;2.752;2.351;1.553;90;352
02.09.2021;06:30;1.022;539;37;895;28;39;1.995;2.752;2.373;1.595;209;353
02.09.2021;06:45;1.022;566;29;880;84;40;1.995;2.764;2.402;1.582;402;358
02.09.2021;07:00;1.025;553;24;859;221;41;1.996;2.770;2.465;1.656;558;363
02.09.2021;07:15;1.026;564;13;816;435;41;1.996;2.785;2.479;1.711;610;359
02.09.2021;07:30;1.027;556;6;769;717;41;1.997;2.782;2.487;1.711;627;360
02.09.2021;07:45;1.028;551;3;746;1.066;41;1.997;2.790;2.508;1.709;634;359
02.09.2021;08:00;1.030;591;2;702;1.442;41;1.995;2.796;2.559;1.715;1.036;357
02.09.2021;08:15;1.031;580;2;633;1.823;41;1.995;2.800;2.584;1.713;982;356
02.09.2021;08:30;1.032;535;1;553;2.252;41;1.995;2.799;2.598;1.708;883;354
02.09.2021;08:45;1.034;511;3;472;2.714;40;1.995;2.797;2.609;1.707;579;357
02.09.2021;09:00;1.035;577;6;391;3.161;40;1.995;2.793;2.611;1.705;754;356
02.09.2021;09:15;1.034;530;6;324;3.599;40;1.994;2.781;2.611;1.712;602;352
02.09.2021;09:30;1.035;513;1;275;4.038;39;1.992;2.774;2.613;1.698;330;351
02.09.2021;09:45;1.037;510;0;238;4.472;38;1.990;2.777;2.607;1.639;194;350
02.09.2021;10:00;1.037;549;0;225;4.866;38;1.988;2.764;2.610;1.639;455;353
02.09.2021;10:15;1.036;511;0;214;5.238;38;1.987;2.757;2.608;1.621;266;352
02.09.2021;10:30;1.036;508;0;213;5.594;38;1.986;2.753;2.548;1.583;128;353
02.09.2021;10:45;1.037;509;0;211;5.900;38;1.986;2.751;2.453;1.512;146;354
02.09.2021;11:00;1.038;512;0;222;6.185;38;1.985;2.752;2.396;1.415;217;350
02.09.2021;11:15;1.039;515;0;226;6.456;37;1.983;2.756;2.351;1.388;185;348
02.09.2021;11:30;1.038;522;0;242;6.666;37;1.981;2.749;2.342;1.363;144;348
02.09.2021;11:45;1.038;518;0;267;6.806;37;1.981;2.749;2.322;1.325;106;347
02.09.2021;12:00;1.038;525;0;303;6.941;37;1.979;2.740;2.316;1.339;79;347
02.09.2021;12:15;1.038;520;0;341;7.095;37;1.978;2.714;2.292;1.309;56;344
02.09.2021;12:30;1.040;520;0;372;7.151;37;1.968;2.721;2.276;1.308;58;345
02.09.2021;12:45;1.042;518;0;398;7.198;37;1.954;2.724;2.221;1.261;46;348
02.09.2021;13:00;1.042;526;0;422;7.248;37;1.935;2.737;2.143;1.143;76;348
02.09.2021;13:15;1.042;531;0;438;7.262;37;1.915;2.728;2.103;1.113;86;347
02.09.2021;13:30;1.041;531;0;446;7.277;37;1.910;2.728;2.086;1.128;49;346
02.09.2021;13:45;1.042;519;0;446;7.272;37;1.910;2.737;2.079;1.140;41;346
02.09.2021;14:00;1.042;532;0;454;7.223;37;1.911;2.758;2.061;1.130;71;344
02.09.2021;14:15;1.042;534;0;435;7.122;37;1.910;2.766;2.059;1.140;71;346
02.09.2021;14:30;1.043;535;0;444;6.982;37;1.920;2.760;2.064;1.144;66;349
02.09.2021;14:45;1.042;539;1;448;6.857;37;1.935;2.728;2.075;1.135;83;351
02.09.2021;15:00;1.042;543;1;441;6.685;37;1.952;2.699;2.068;1.082;74;349
02.09.2021;15:15;1.039;537;2;431;6.465;37;1.963;2.696;2.082;1.072;63;349
02.09.2021;15:30;1.039;551;2;441;6.230;37;1.971;2.695;2.113;1.082;73;349
02.09.2021;15:45;1.038;565;3;441;5.915;36;1.973;2.701;2.148;1.115;189;346
02.09.2021;16:00;1.038;517;9;438;5.643;36;1.973;2.697;2.147;1.210;102;343
02.09.2021;16:15;1.038;525;12;450;5.281;36;1.972;2.703;2.170;1.256;101;347
02.09.2021;16:30;1.039;524;18;435;4.910;36;1.972;2.702;2.205;1.310;127;347
02.09.2021;16:45;1.038;584;23;450;4.504;36;1.969;2.698;2.284;1.340;203;347
02.09.2021;17:00;1.038;533;27;451;4.068;36;1.969;2.687;2.373;1.395;70;347
02.09.2021;17:15;1.039;539;29;445;3.589;36;1.969;2.701;2.421;1.499;117;343
02.09.2021;17:30;1.039;565;33;448;3.115;36;1.970;2.708;2.454;1.578;166;347
02.09.2021;17:45;1.039;623;38;448;2.617;36;1.970;2.707;2.501;1.633;377;348
02.09.2021;18:00;1.039;518;40;468;2.132;36;1.970;2.698;2.529;1.609;231;347
02.09.2021;18:15;1.039;547;40;488;1.650;36;1.970;2.719;2.543;1.608;310;348
02.09.2021;18:30;1.039;623;43;491;1.208;36;1.970;2.702;2.565;1.697;468;349
02.09.2021;18:45;1.037;630;44;504;829;36;1.969;2.694;2.592;1.710;795;348
02.09.2021;19:00;1.037;569;51;496;530;37;1.969;2.692;2.608;1.687;1.004;350
02.09.2021;19:15;1.038;572;59;514;303;38;1.970;2.713;2.608;1.700;1.104;353
02.09.2021;19:30;1.041;589;61;595;140;39;1.970;2.705;2.612;1.690;1.260;354
02.09.2021;19:45;1.040;587;65;692;43;39;1.970;2.713;2.615;1.701;1.203;356
02.09.2021;20:00;1.039;586;76;771;6;39;1.971;2.707;2.601;1.706;1.186;355
02.09.2021;20:15;1.041;573;85;813;0;39;1.970;2.704;2.603;1.713;1.087;356
02.09.2021;20:30;1.042;570;84;920;0;39;1.971;2.697;2.598;1.718;986;356
02.09.2021;20:45;1.041;570;82;1.026;0;38;1.971;2.693;2.594;1.709;752;354
02.09.2021;21:00;1.042;595;96;1.084;0;37;1.972;2.707;2.575;1.668;684;334
02.09.2021;21:15;1.042;576;116;1.124;0;37;1.971;2.705;2.578;1.645;363;299
02.09.2021;21:30;1.043;572;125;1.167;0;37;1.973;2.707;2.563;1.540;269;279
02.09.2021;21:45;1.042;568;124;1.222;0;37;1.974;2.696;2.553;1.417;222;279
02.09.2021;22:00;1.040;593;128;1.234;0;37;1.974;2.702;2.543;1.340;320;277
02.09.2021;22:15;1.040;545;129;1.244;0;37;1.975;2.695;2.537;1.274;224;277
02.09.2021;22:30;1.040;541;124;1.272;0;37;1.975;2.699;2.527;1.212;176;279
02.09.2021;22:45;1.039;556;133;1.268;0;37;1.976;2.695;2.510;1.135;148;280
02.09.2021;23:00;1.038;588;135;1.241;0;37;1.975;2.689;2.426;1.042;230;271
02.09.2021;23:15;1.038;534;132;1.229;0;37;1.976;2.667;2.382;962;142;272
02.09.2021;23:30;1.037;549;134;1.208;0;37;1.978;2.659;2.317;896;138;272
02.09.2021;23:45;1.038;537;137;1.178;0;37;1.978;2.644;2.260;813;132;274
03.09.2021;00:00;1.036;569;140;1.144;0;37;1.978;2.653;2.192;696;50;279
03.09.2021;00:15;1.035;548;143;1.126;0;37;1.978;2.626;2.159;700;25;280
03.09.2021;00:30;1.036;560;145;1.105;0;37;1.979;2.629;2.090;700;20;281
03.09.2021;00:45;1.033;534;160;1.064;0;37;1.978;2.619;2.062;698;20;281
03.09.2021;01:00;1.033;536;158;1.047;0;37;1.981;2.631;2.068;717;37;281
03.09.2021;01:15;1.033;525;167;1.036;0;37;1.980;2.629;2.061;718;20;280
03.09.2021;01:30;1.033;527;176;1.005;0;37;1.981;2.629;2.056;723;24;282
03.09.2021;01:45;1.031;534;177;965;0;37;1.980;2.624;2.018;720;15;282
03.09.2021;02:00;1.032;551;183;956;0;37;1.982;2.633;1.982;691;45;281
03.09.2021;02:15;1.033;539;184;949;0;37;1.983;2.633;1.962;695;21;281
03.09.2021;02:30;1.033;538;211;913;0;37;1.983;2.626;1.956;701;16;280
03.09.2021;02:45;1.029;529;230;905;0;37;1.983;2.629;1.928;692;14;281
03.09.2021;03:00;1.029;543;242;929;0;37;1.985;2.628;1.919;734;24;281
03.09.2021;03:15;1.029;542;271;933;0;37;1.985;2.630;1.907;764;30;280
03.09.2021;03:30;1.029;538;281;962;0;37;1.985;2.627;1.891;774;26;280
03.09.2021;03:45;1.026;521;304;989;0;37;1.986;2.623;1.885;753;17;281
03.09.2021;04:00;1.026;530;306;1.007;0;37;1.986;2.633;1.916;762;22;281
03.09.2021;04:15;1.025;538;312;1.039;0;37;1.987;2.627;1.926;769;27;280
03.09.2021;04:30;1.025;539;313;1.061;0;37;1.988;2.626;1.955;773;47;280
03.09.2021;04:45;1.021;529;322;1.113;0;37;1.988;2.628;2.002;789;34;281
03.09.2021;05:00;1.022;511;325;1.157;0;37;1.987;2.625;2.084;817;21;281
03.09.2021;05:15;1.021;516;333;1.186;0;37;1.989;2.636;2.137;868;37;281
03.09.2021;05:30;1.021;520;336;1.231;0;37;1.989;2.633;2.172;964;64;281
03.09.2021;05:45;1.020;529;350;1.293;0;37;1.988;2.636;2.222;1.026;76;280
03.09.2021;06:00;1.022;518;360;1.331;1;37;1.981;2.621;2.324;1.066;70;280
03.09.2021;06:15;1.021;548;358;1.371;3;37;1.988;2.661;2.378;1.161;94;280
03.09.2021;06:30;1.021;563;358;1.417;22;37;1.988;2.665;2.421;1.263;167;281
03.09.2021;06:45;1.021;551;353;1.483;76;39;1.988;2.688;2.460;1.329;238;285
03.09.2021;07:00;1.022;548;347;1.505;224;39;1.987;2.685;2.472;1.400;626;285
03.09.2021;07:15;1.021;575;342;1.513;450;39;1.971;2.702;2.478;1.436;693;283
03.09.2021;07:30;1.020;572;330;1.512;757;39;1.955;2.704;2.482;1.446;660;286
03.09.2021;07:45;1.026;553;319;1.530;1.130;39;1.938;2.705;2.486;1.462;505;286
03.09.2021;08:00;1.030;578;314;1.506;1.553;39;1.925;2.703;2.469;1.454;915;286
03.09.2021;08:15;1.031;570;310;1.459;2.003;39;1.921;2.698;2.469;1.450;825;286
03.09.2021;08:30;1.031;552;297;1.392;2.487;39;1.919;2.706;2.467;1.447;420;286
03.09.2021;08:45;1.033;523;300;1.284;2.977;39;1.920;2.678;2.437;1.404;346;285
03.09.2021;09:00;1.035;583;299;1.216;3.485;39;1.919;2.645;2.411;1.389;608;284
03.09.2021;09:15;1.035;576;291;1.157;3.980;39;1.919;2.633;2.397;1.371;459;285
03.09.2021;09:30;1.035;536;288;1.084;4.474;39;1.921;2.630;2.355;1.357;265;285
03.09.2021;09:45;1.035;514;302;1.027;4.960;38;1.925;2.637;2.296;1.318;187;284
03.09.2021;10:00;1.034;581;301;1.032;5.402;37;1.926;2.679;2.226;1.279;383;267
03.09.2021;10:15;1.034;545;300;1.013;5.815;37;1.924;2.691;2.160;1.237;180;265
03.09.2021;10:30;1.034;518;304;991;6.214;36;1.923;2.697;2.137;1.173;90;259
03.09.2021;10:45;1.034;516;304;985;6.564;35;1.922;2.690;2.089;1.099;72;258
03.09.2021;11:00;1.035;561;291;993;6.872;34;1.917;2.651;2.044;1.019;91;256
03.09.2021;11:15;1.036;548;290;990;7.161;34;1.898;2.644;2.054;969;81;255
03.09.2021;11:30;1.037;522;262;1.005;7.406;34;1.886;2.631;2.058;976;57;256
03.09.2021;11:45;1.038;527;248;1.018;7.608;34;1.882;2.613;2.042;891;51;257
03.09.2021;12:00;1.036;545;242;1.002;7.785;34;1.882;2.606;2.014;821;44;256
03.09.2021;12:15;1.039;543;224;1.020;7.930;34;1.882;2.601;1.982;831;12;255
03.09.2021;12:30;1.039;506;238;1.036;8.001;34;1.880;2.590;1.959;833;10;256
03.09.2021;12:45;1.039;520;257;1.034;8.075;34;1.880;2.599;1.921;837;8;255
03.09.2021;13:00;1.040;575;281;1.035;8.091;34;1.887;2.614;1.954;785;8;255
03.09.2021;13:15;1.040;549;281;1.030;8.099;34;1.891;2.625;1.938;783;8;255
03.09.2021;13:30;1.041;526;275;1.027;8.048;34;1.892;2.619;1.875;784;8;255
03.09.2021;13:45;1.041;532;267;1.038;8.024;34;1.896;2.604;1.829;784;9;256
03.09.2021;14:00;1.042;533;268;1.023;7.942;34;1.895;2.598;1.827;740;7;256
03.09.2021;14:15;1.039;529;276;1.024;7.831;34;1.895;2.588;1.840;745;9;256
03.09.2021;14:30;1.041;533;271;1.012;7.680;34;1.895;2.595;1.833;739;8;255
03.09.2021;14:45;1.037;537;268;990;7.507;34;1.896;2.582;1.830;744;12;256
03.09.2021;15:00;1.039;520;292;974;7.281;34;1.911;2.547;1.853;745;9;254
03.09.2021;15:15;1.039;533;298;962;7.025;34;1.923;2.537;1.877;744;8;253
03.09.2021;15:30;1.039;527;294;959;6.731;34;1.934;2.549;1.879;746;8;254
03.09.2021;15:45;1.039;535;291;957;6.396;34;1.945;2.540;1.869;750;45;254
03.09.2021;16:00;1.040;508;285;966;6.040;34;1.952;2.546;1.873;824;40;255
03.09.2021;16:15;1.039;515;275;960;5.628;34;1.965;2.559;1.925;865;68;254
03.09.2021;16:30;1.038;525;280;967;5.189;34;1.966;2.576;2.037;864;156;255
03.09.2021;16:45;1.036;591;286;969;4.736;34;1.965;2.594;2.165;873;321;257
03.09.2021;17:00;1.035;514;297;967;4.239;34;1.962;2.620;2.318;891;219;256
03.09.2021;17:15;1.035;540;318;956;3.717;34;1.964;2.656;2.424;911;246;258
03.09.2021;17:30;1.035;587;332;948;3.185;33;1.964;2.681;2.466;950;399;257
03.09.2021;17:45;1.035;601;321;956;2.651;33;1.964;2.696;2.488;1.017;737;258
03.09.2021;18:00;1.035;504;327;941;2.120;33;1.963;2.714;2.516;1.101;327;259
03.09.2021;18:15;1.035;531;338;926;1.618;33;1.965;2.739;2.521;1.162;416;266
03.09.2021;18:30;1.034;565;356;917;1.174;33;1.966;2.743;2.516;1.188;564;284
03.09.2021;18:45;1.032;574;358;890;792;33;1.965;2.748;2.515;1.200;879;294
03.09.2021;19:00;1.033;541;358;872;497;33;1.963;2.748;2.524;1.219;875;312
03.09.2021;19:15;1.033;554;354;849;279;33;1.966;2.783;2.530;1.223;958;325
03.09.2021;19:30;1.035;578;351;886;124;33;1.967;2.802;2.533;1.229;1.021;324
03.09.2021;19:45;1.035;583;349;935;34;33;1.967;2.803;2.533;1.229;1.099;323
03.09.2021;20:00;1.037;597;354;960;4;33;1.967;2.799;2.529;1.173;1.142;320
03.09.2021;20:15;1.039;593;360;961;0;33;1.968;2.796;2.529;1.160;1.086;321
03.09.2021;20:30;1.039;593;360;995;0;33;1.969;2.810;2.535;1.174;1.019;324
03.09.2021;20:45;1.037;593;367;1.015;0;33;1.969;2.807;2.533;1.185;898;321
03.09.2021;21:00;1.037;612;367;1.035;0;33;1.971;2.818;2.519;1.214;1.020;318
03.09.2021;21:15;1.037;574;359;1.056;0;34;1.971;2.805;2.509;1.220;703;316
03.09.2021;21:30;1.037;531;364;1.027;0;34;1.972;2.813;2.483;1.222;473;318
03.09.2021;21:45;1.035;502;362;1.037;0;34;1.972;2.804;2.452;1.224;329;315
03.09.2021;22:00;1.036;582;351;1.017;0;33;1.976;2.810;2.389;1.230;410;294
03.09.2021;22:15;1.037;535;340;1.001;0;33;1.976;2.805;2.387;1.220;296;298
03.09.2021;22:30;1.038;523;321;960;0;33;1.977;2.790;2.389;1.197;273;301
03.09.2021;22:45;1.036;499;311;917;0;34;1.977;2.780;2.389;1.150;199;303
03.09.2021;23:00;1.037;517;299;891;0;34;1.977;2.791;2.358;1.137;265;302
03.09.2021;23:15;1.038;489;282;859;0;33;1.976;2.771;2.361;1.036;192;301
03.09.2021;23:30;1.039;489;273;827;0;33;1.978;2.760;2.353;962;143;301
03.09.2021;23:45;1.039;490;257;795;0;33;1.978;2.754;2.317;850;128;298
